customer_id,age,gender,country,price_sensitivity,quality_expectations,loyalty_propensity,spontaneity,social_orientation,income_level,travel_frequency
CUST-003978,46,Female,Myanmar,0.54,0.549,0.636,0.344,3,0.389,6
CUST-003979,40,Male,Mozambique,0.311,0.736,0.717,0.248,0,0.928,12
CUST-003980,32,Male,Saint Helena,0.919,0.308,0.199,0.614,0,0,4
CUST-003981,47,Male,Israel,0.31,0.676,0.728,0.242,1,0.856,15
CUST-003982,40,Male,French Polynesia,0.35,0.779,0.664,0.205,0,0.96,13
CUST-003983,47,Female,Cape Verde,0.185,0.891,0.804,0.122,2,1,8
CUST-003984,33,Female,Congo,0.744,0.546,0.564,0.374,2,0.283,6
CUST-003985,35,Male,Greenland,0.416,0.638,0.717,0.346,0,0.758,11
CUST-003986,29,Other,Denmark,0.851,0.396,0.258,0.783,0,0,2
CUST-003987,32,Female,Hong Kong,0.74,0.4,0.119,0.665,2,0,4
CUST-003988,24,Male,Montenegro,0.857,0.26,0.125,0.646,0,0,3
CUST-003989,25,Female,Syrian Arab Republic,0.799,0.39,0.154,0.62,0,0,3
CUST-003990,34,Male,Ecuador,0.511,0.549,0.537,0.383,3,0.403,3
CUST-003991,36,Female,Luxembourg,0.337,0.67,0.605,0.412,0,0.835,9
CUST-003992,38,Female,Mexico,0.497,0.564,0.581,0.539,1,0.528,3
CUST-003993,45,Female,Palau,0.231,0.878,0.888,0.12,2,1,9
CUST-003994,41,Male,Western Sahara,0.592,0.543,0.552,0.588,2,0.455,7
CUST-003995,52,Male,Poland,0.144,0.923,0.927,0.22,2,1,6
CUST-003996,33,Male,Guadeloupe,0.499,0.587,0.423,0.493,1,0.555,8
CUST-003997,62,Male,Equatorial Guinea,0.127,0.778,0.942,0.327,2,1,6
CUST-003998,46,Female,Serbia,0.231,0.897,0.83,0.315,1,1,8
CUST-003999,65,Female,Swaziland,0.228,0.786,0.751,0.128,1,1,6
CUST-004000,56,Female,Liechtenstein,0.274,0.793,0.766,0.119,1,1,7
CUST-004001,32,Female,Saint Kitts and Nevis,0.788,0.378,0.196,0.708,2,0,2
CUST-004002,37,Male,Norway,0.528,0.587,0.541,0.345,2,0.441,6
CUST-004003,51,Male,Saint Vincent and the Grenadines,0.177,0.886,0.725,0.289,2,1,9
CUST-004004,30,Male,Liechtenstein,0.901,0.447,0.217,0.849,2,0,5
CUST-004005,24,Female,Kuwait,0.702,0.28,0.183,0.752,1,0,3
CUST-004006,45,Male,Chile,0.695,0.534,0.41,0.315,2,0.293,5
CUST-004007,55,Male,Saint Martin,0.271,0.807,0.868,0.19,1,1,6
CUST-004008,43,Female,South Africa,0.312,0.669,0.712,0.399,0,0.846,12
CUST-004009,30,Male,Guinea,0.837,0.303,0.222,0.619,1,0,4
CUST-004010,58,Male,Chile,0.198,0.897,0.84,0.282,1,1,11
CUST-004011,35,Male,Burundi,0.532,0.666,0.468,0.502,2,0.633,5
CUST-004012,39,Female,Saint Helena,0.417,0.681,0.488,0.491,2,0.708,4
CUST-004013,39,Female,Mayotte,0.413,0.624,0.772,0.427,0,0.742,8
CUST-004014,46,Male,Liechtenstein,0.45,0.613,0.648,0.207,0,0.71,14
CUST-004015,32,Male,Colombia,0.654,0.508,0.407,0.261,3,0.282,4
CUST-004016,23,Male,United States Virgin Islands,0.817,0.378,0.168,0.885,0,0,2
CUST-004017,35,Male,Tuvalu,0.479,0.608,0.588,0.572,2,0.59,7
CUST-004018,62,Male,Mauritius,0.139,0.881,0.741,0.339,2,1,12
CUST-004019,22,Male,Norway,0.865,0.206,0.259,0.763,0,0,3
CUST-004020,48,Male,Bahamas,0.516,0.525,0.649,0.39,3,0.372,4
CUST-004021,28,Female,Malta,0.874,0.316,0.204,0.621,1,0,3
CUST-004022,53,Female,Antigua and Barbuda,0.248,0.769,0.71,0.138,1,1,9
CUST-004023,45,Male,Taiwan,0.519,0.68,0.618,0.293,2,0.556,3
CUST-004024,39,Female,Tanzania,0.411,0.65,0.846,0.439,1,0.775,15
CUST-004025,40,Male,Belarus,0.431,0.665,0.647,0.237,1,0.782,10
CUST-004026,30,Male,Western Sahara,0.841,0.319,0.159,0.813,1,0,3
CUST-004027,29,Female,Svalbard & Jan Mayen Islands,0.855,0.419,0.148,0.789,1,0,5
CUST-004028,35,Male,Paraguay,0.48,0.606,0.804,0.261,1,0.687,14
CUST-004029,25,Female,Australia,0.9,0.277,0.196,0.76,1,0,3
CUST-004030,49,Male,Serbia,0.411,0.664,0.79,0.399,1,0.791,10
CUST-004031,39,Female,Albania,0.638,0.611,0.565,0.281,2,0.414,5
CUST-004032,31,Male,Isle of Man,0.596,0.545,0.447,0.462,1,0.456,6
CUST-004033,37,Male,Burundi,0.526,0.585,0.461,0.356,2,0.439,4
CUST-004034,36,Male,Tajikistan,0.6,0.539,0.621,0.397,2,0.347,5
CUST-004035,41,Male,Norfolk Island,0.46,0.706,0.705,0.422,0,0.817,13
CUST-004036,49,Male,Djibouti,0.355,0.673,0.8,0.229,1,0.83,11
CUST-004037,32,Female,Bangladesh,0.587,0.517,0.421,0.468,2,0.427,5
CUST-004038,42,Male,Russian Federation,0.572,0.653,0.42,0.311,3,0.498,3
CUST-004039,65,Female,Canada,0.176,0.851,0.925,0.119,1,1,6
CUST-004040,42,Male,Algeria,0.55,0.628,0.435,0.45,2,0.579,5
CUST-004041,37,Female,Cuba,0.72,0.698,0.443,0.288,2,0.478,4
CUST-004042,41,Female,Madagascar,0.424,0.706,0.724,0.391,0,0.835,13
CUST-004043,39,Female,Korea,0.515,0.563,0.43,0.274,2,0.418,6
CUST-004044,52,Female,Holy See (Vatican City State),0.196,0.864,0.929,0.324,1,1,8
CUST-004045,46,Female,Bahamas,0.639,0.552,0.585,0.4,2,0.343,6
CUST-004046,23,Male,Niger,0.801,0.275,0.338,0.823,2,0,5
CUST-004047,40,Male,Northern Mariana Islands,0.449,0.798,0.759,0.43,1,0.933,8
CUST-004048,34,Male,Papua New Guinea,0.549,0.578,0.545,0.476,2,0.519,4
CUST-004049,49,Female,Vietnam,0.421,0.776,0.637,0.415,0,0.921,15
CUST-004050,36,Male,Nicaragua,0.302,0.616,0.793,0.309,1,0.788,8
CUST-004051,48,Male,United States Minor Outlying Islands,0.133,0.75,0.882,0.148,2,1,6
CUST-004052,28,Female,Liberia,0.552,0.537,0.597,0.433,2,0.469,7
CUST-004053,31,Female,Palestinian Territory,0.423,0.535,0.511,0.578,2,0.53,8
CUST-004054,41,Male,Libyan Arab Jamahiriya,0.509,0.592,0.499,0.276,3,0.456,6
CUST-004055,53,Male,Andorra,0.286,0.879,0.771,0.17,2,1,7
CUST-004056,26,Male,Albania,0.86,0.256,0.222,0.674,2,0,5
CUST-004057,23,Female,Martinique,0.788,0.292,0.23,0.878,1,0,4
CUST-004058,46,Other,Micronesia,0.665,0.64,0.453,0.351,3,0.435,6
CUST-004059,36,Male,Isle of Man,0.446,0.568,0.5,0.515,1,0.559,6
CUST-004060,35,Male,American Samoa,0.494,0.644,0.42,0.474,1,0.626,7
CUST-004061,53,Female,Andorra,0.207,0.813,0.893,0.304,1,1,10
CUST-004062,22,Other,Marshall Islands,0.785,0.402,0.286,0.862,2,0,4
CUST-004063,48,Female,Saint Helena,0.493,0.685,0.604,0.354,0,0.776,13
CUST-004064,26,Female,Falkland Islands (Malvinas),0.927,0.298,0.327,0.698,0,0,3
CUST-004065,47,Male,Mauritania,0.2,0.776,0.741,0.134,2,1,12
CUST-004066,41,Female,France,0.632,0.675,0.433,0.255,3,0.495,2
CUST-004067,46,Other,Andorra,0.421,0.647,0.701,0.26,0,0.766,12
CUST-004068,32,Male,Macao,0.893,0.391,0.336,0.699,1,0,5
CUST-004069,56,Female,Suriname,0.165,0.929,0.821,0.315,2,1,11
CUST-004070,36,Male,Qatar,0.543,0.689,0.635,0.349,3,0.555,5
CUST-004071,46,Female,Peru,0.711,0.51,0.565,0.361,2,0.257,3
CUST-004072,41,Female,Jersey,0.55,0.682,0.524,0.513,2,0.643,5
CUST-004073,37,Male,Sri Lanka,0.656,0.599,0.57,0.317,2,0.391,3
CUST-004074,28,Female,Wallis and Futuna,0.533,0.568,0.408,0.4,2,0.515,3
CUST-004075,45,Female,United States of America,0.316,0.626,0.636,0.341,1,0.793,15
CUST-004076,42,Male,Christmas Island,0.674,0.568,0.577,0.24,3,0.345,5
CUST-004077,39,Male,Botswana,0.432,0.557,0.414,0.426,2,0.552,8
CUST-004078,24,Male,Uruguay,0.715,0.289,0.106,0.837,0,0,4
CUST-004079,28,Male,Bhutan,0.832,0.325,0.224,0.735,2,0,3
CUST-004080,44,Female,Malta,0.749,0.679,0.447,0.244,2,0.44,4
CUST-004081,38,Female,Canada,0.423,0.696,0.801,0.401,0,0.824,11
CUST-004082,25,Other,Dominican Republic,0.884,0.369,0.115,0.845,1,0,4
CUST-004083,29,Female,Congo,0.46,0.584,0.561,0.486,1,0.571,8
CUST-004084,35,Female,Niger,0.484,0.617,0.718,0.338,0,0.699,10
CUST-004085,34,Male,Malta,0.56,0.583,0.581,0.345,3,0.42,5
CUST-004086,46,Female,El Salvador,0.614,0.671,0.486,0.391,3,0.498,4
CUST-004087,46,Male,Suriname,0.366,0.777,0.652,0.425,0,0.949,13
CUST-004088,40,Female,Guinea,0.45,0.572,0.548,0.422,1,0.561,4
CUST-004089,57,Female,Ethiopia,0.215,0.824,0.759,0.112,1,1,7
CUST-004090,39,Male,South Africa,0.531,0.676,0.441,0.536,1,0.646,5
CUST-004091,48,Male,Indonesia,0.687,0.506,0.406,0.275,2,0.263,5
CUST-004092,30,Female,Belgium,0.485,0.577,0.456,0.421,1,0.55,8
CUST-004093,44,Male,Holy See (Vatican City State),0.401,0.687,0.627,0.434,1,0.824,12
CUST-004094,62,Other,Iraq,0.247,0.801,0.734,0.274,2,1,7
CUST-004095,33,Male,Kuwait,0.57,0.587,0.482,0.296,2,0.42,4
CUST-004096,40,Female,Mongolia,0.332,0.748,0.794,0.29,0,0.932,15
CUST-004097,29,Female,Ecuador,0.74,0.337,0.234,0.759,2,0,2
CUST-004098,41,Female,Qatar,0.59,0.517,0.57,0.267,2,0.325,6
CUST-004099,53,Male,Czech Republic,0.263,0.881,0.773,0.175,2,1,12
CUST-004100,33,Male,French Southern Territories,0.565,0.501,0.452,0.594,1,0.419,5
CUST-004101,49,Other,Poland,0.276,0.897,0.794,0.235,2,1,8
CUST-004102,60,Female,Sweden,0.257,0.85,0.817,0.222,2,1,12
CUST-004103,36,Male,Thailand,0.437,0.675,0.835,0.387,0,0.792,14
CUST-004104,35,Male,Belgium,0.528,0.569,0.409,0.426,1,0.518,3
CUST-004105,41,Female,Palau,0.615,0.68,0.408,0.327,2,0.508,4
CUST-004106,48,Male,Togo,0.35,0.683,0.655,0.275,1,0.844,10
CUST-004107,37,Male,Pakistan,0.354,0.696,0.811,0.322,1,0.859,10
CUST-004108,48,Female,Senegal,0.667,0.54,0.431,0.312,3,0.315,5
CUST-004109,48,Male,Antigua and Barbuda,0.523,0.571,0.413,0.381,3,0.424,6
CUST-004110,61,Male,Bermuda,0.172,0.844,0.873,0.191,2,1,11
CUST-004111,34,Male,Iraq,0.484,0.612,0.516,0.46,1,0.592,7
CUST-004112,42,Male,Hong Kong,0.449,0.678,0.702,0.204,1,0.788,13
CUST-004113,38,Female,Honduras,0.323,0.781,0.655,0.347,1,0.976,11
CUST-004114,30,Male,Micronesia,0.581,0.686,0.502,0.475,2,0.633,3
CUST-004115,39,Male,Lebanon,0.329,0.742,0.826,0.313,1,0.926,14
CUST-004116,50,Female,Azerbaijan,0.405,0.714,0.807,0.357,1,0.854,11
CUST-004117,34,Female,Northern Mariana Islands,0.732,0.512,0.441,0.325,3,0.248,3
CUST-004118,34,Female,Algeria,0.566,0.537,0.552,0.563,1,0.461,6
CUST-004119,26,Male,Reunion,0.701,0.23,0.221,0.722,2,0,2
CUST-004120,48,Female,Chile,0.141,0.772,0.851,0.243,2,1,7
CUST-004121,59,Other,Belize,0.23,0.917,0.791,0.186,2,1,6
CUST-004122,45,Female,Luxembourg,0.543,0.502,0.447,0.283,2,0.331,4
CUST-004123,60,Male,Tanzania,0.178,0.896,0.742,0.252,2,1,12
CUST-004124,34,Male,Jordan,0.574,0.502,0.644,0.207,2,0.315,5
CUST-004125,51,Male,Oman,0.25,0.812,0.831,0.277,2,1,12
CUST-004126,44,Male,Slovenia,0.698,0.525,0.581,0.357,3,0.281,2
CUST-004127,35,Female,Greenland,0.673,0.53,0.641,0.367,2,0.3,5
CUST-004128,42,Female,Mongolia,0.746,0.693,0.565,0.312,2,0.459,2
CUST-004129,38,Male,Togo,0.486,0.701,0.62,0.321,0,0.798,11
CUST-004130,47,Male,Bhutan,0.379,0.678,0.78,0.354,1,0.825,10
CUST-004131,36,Male,Ukraine,0.449,0.583,0.57,0.516,2,0.575,5
CUST-004132,45,Male,Marshall Islands,0.295,0.848,0.712,0.143,2,1,6
CUST-004133,25,Female,Uruguay,0.755,0.358,0.149,0.823,2,0,3
CUST-004134,36,Female,Armenia,0.685,0.525,0.572,0.391,3,0.288,5
CUST-004135,29,Female,Denmark,0.846,0.286,0.303,0.848,2,0,3
CUST-004136,28,Male,Croatia,0.5,0.611,0.491,0.413,2,0.583,5
CUST-004137,24,Male,United Arab Emirates,0.914,0.273,0.235,0.622,1,0,3
CUST-004138,48,Male,Trinidad and Tobago,0.626,0.534,0.401,0.343,3,0.328,2
CUST-004139,26,Female,Puerto Rico,0.81,0.303,0.244,0.674,2,0,2
CUST-004140,48,Female,Tuvalu,0.388,0.768,0.634,0.426,0,0.927,10
CUST-004141,57,Male,Montenegro,0.213,0.816,0.767,0.332,1,1,12
CUST-004142,49,Female,Lebanon,0.212,0.803,0.895,0.147,2,1,11
CUST-004143,27,Male,Faroe Islands,0.908,0.447,0.316,0.623,0,0,5
CUST-004144,33,Female,Aruba,0.403,0.647,0.576,0.407,1,0.675,8
CUST-004145,43,Female,Uzbekistan,0.68,0.649,0.529,0.228,2,0.439,6
CUST-004146,39,Female,Belarus,0.548,0.653,0.592,0.551,1,0.609,6
CUST-004147,35,Female,Poland,0.416,0.657,0.639,0.315,1,0.78,14
CUST-004148,48,Female,Uzbekistan,0.165,0.796,0.709,0.233,1,1,9
CUST-004149,30,Male,Fiji,0.428,0.68,0.581,0.585,1,0.703,7
CUST-004150,36,Male,United Arab Emirates,0.413,0.502,0.583,0.524,2,0.496,6
CUST-004151,28,Other,Mayotte,0.811,0.436,0.15,0.733,1,0,4
CUST-004152,48,Male,Mongolia,0.724,0.572,0.521,0.292,2,0.325,6
CUST-004153,38,Female,Palestinian Territory,0.47,0.632,0.465,0.561,1,0.623,7
CUST-004154,48,Female,Antigua and Barbuda,0.307,0.652,0.805,0.25,0,0.829,9
CUST-004155,57,Male,Christmas Island,0.219,0.868,0.886,0.185,2,1,10
CUST-004156,32,Female,Vanuatu,0.887,0.26,0.265,0.827,2,0,5
CUST-004157,35,Male,Thailand,0.54,0.542,0.424,0.394,2,0.381,5
CUST-004158,45,Male,Germany,0.568,0.599,0.527,0.21,2,0.435,6
CUST-004159,27,Female,Andorra,0.776,0.412,0.295,0.716,1,0,5
CUST-004160,32,Male,Cote d'Ivoire,0.518,0.616,0.414,0.378,2,0.48,5
CUST-004161,25,Female,Namibia,0.935,0.264,0.21,0.827,0,0,4
CUST-004162,50,Male,Cambodia,0.469,0.751,0.658,0.343,0,0.866,12
CUST-004163,38,Male,Sao Tome and Principe,0.415,0.664,0.744,0.324,0,0.789,10
CUST-004164,38,Male,Swaziland,0.303,0.659,0.833,0.335,1,0.839,10
CUST-004165,27,Female,Rwanda,0.726,0.442,0.246,0.613,1,0,4
CUST-004166,32,Female,Swaziland,0.542,0.615,0.416,0.236,3,0.468,6
CUST-004167,31,Female,Indonesia,0.847,0.382,0.157,0.831,0,0,5
CUST-004168,45,Other,Vanuatu,0.597,0.586,0.648,0.277,2,0.405,6
CUST-004169,45,Female,Belarus,0.468,0.779,0.795,0.408,0,0.901,11
CUST-004170,37,Female,French Southern Territories,0.595,0.61,0.507,0.457,1,0.535,3
CUST-004171,36,Male,Central African Republic,0.439,0.548,0.538,0.514,1,0.538,8
CUST-004172,49,Female,Mongolia,0.336,0.75,0.661,0.242,0,0.932,15
CUST-004173,48,Male,Dominican Republic,0.162,0.766,0.781,0.156,1,1,6
CUST-004174,29,Female,Montenegro,0.714,0.309,0.212,0.853,1,0,2
CUST-004175,39,Other,Syrian Arab Republic,0.456,0.763,0.74,0.352,0,0.887,11
CUST-004176,36,Female,Thailand,0.406,0.797,0.711,0.401,1,0.953,8
CUST-004177,33,Female,Iceland,0.55,0.537,0.536,0.403,2,0.469,3
CUST-004178,47,Male,Philippines,0.406,0.622,0.818,0.242,1,0.744,10
CUST-004179,44,Male,Ukraine,0.688,0.593,0.447,0.281,3,0.368,5
CUST-004180,26,Female,Mauritius,0.724,0.386,0.179,0.736,0,0,4
CUST-004181,35,Female,Greenland,0.595,0.559,0.562,0.565,1,0.474,5
CUST-004182,30,Female,Hungary,0.531,0.69,0.515,0.41,1,0.662,7
CUST-004183,56,Female,Saudi Arabia,0.252,0.771,0.728,0.284,2,1,7
CUST-004184,40,Male,Saint Vincent and the Grenadines,0.573,0.515,0.492,0.457,2,0.431,6
CUST-004185,28,Female,Burundi,0.412,0.583,0.573,0.598,1,0.593,7
CUST-004186,38,Female,Somalia,0.552,0.514,0.546,0.252,3,0.34,2
CUST-004187,50,Female,Portugal,0.164,0.941,0.713,0.33,2,1,11
CUST-004188,39,Female,Saint Kitts and Nevis,0.475,0.638,0.571,0.555,1,0.627,4
CUST-004189,44,Female,Belgium,0.477,0.628,0.792,0.313,1,0.715,9
CUST-004190,27,Female,Macao,0.918,0.381,0.313,0.882,2,0,3
CUST-004191,34,Male,Samoa,0.509,0.665,0.441,0.433,2,0.643,8
CUST-004192,24,Male,Guatemala,0.794,0.366,0.287,0.717,0,0,5
CUST-004193,31,Female,Austria,0.94,0.263,0.204,0.842,0,0,5
CUST-004194,35,Male,Bolivia,0.411,0.73,0.67,0.34,1,0.871,10
CUST-004195,34,Female,Jordan,0.514,0.674,0.584,0.559,1,0.651,4
CUST-004196,40,Male,Djibouti,0.699,0.693,0.633,0.34,2,0.482,6
CUST-004197,40,Female,Taiwan,0.573,0.653,0.571,0.437,1,0.597,8
CUST-004198,31,Male,Belarus,0.883,0.428,0.19,0.703,1,0,2
CUST-004199,37,Male,Guam,0.724,0.678,0.629,0.217,2,0.451,2
CUST-004200,42,Male,Netherlands,0.48,0.506,0.581,0.432,1,0.466,6
CUST-004201,35,Male,Seychelles,0.534,0.674,0.402,0.597,2,0.642,5
CUST-004202,49,Male,Nicaragua,0.466,0.701,0.778,0.364,0,0.808,11
CUST-004203,36,Female,Zimbabwe,0.698,0.512,0.504,0.37,3,0.265,6
CUST-004204,45,Male,Nepal,0.492,0.642,0.71,0.213,0,0.724,11
CUST-004205,32,Female,Indonesia,0.713,0.609,0.444,0.32,3,0.374,5
CUST-004206,59,Female,Singapore,0.233,0.829,0.72,0.151,1,1,12
CUST-004207,41,Male,Greece,0.526,0.532,0.499,0.378,2,0.375,3
CUST-004208,41,Female,Antarctica (the territory South of 60 deg S),0.381,0.722,0.729,0.402,1,0.876,12
CUST-004209,37,Male,North Macedonia,0.418,0.661,0.448,0.571,1,0.685,8
CUST-004210,46,Male,Faroe Islands,0.119,0.893,0.872,0.197,1,1,12
CUST-004211,28,Male,Slovenia,0.946,0.443,0.231,0.709,1,0,4
CUST-004212,29,Male,Korea,0.401,0.627,0.491,0.583,2,0.652,4
CUST-004213,50,Female,Liechtenstein,0.17,0.903,0.726,0.1,2,1,10
CUST-004214,48,Male,Denmark,0.377,0.796,0.704,0.211,0,0.968,10
CUST-004215,57,Female,Guinea-Bissau,0.159,0.868,0.859,0.211,2,1,7
CUST-004216,61,Female,Micronesia,0.225,0.932,0.88,0.323,1,1,8
CUST-004217,26,Male,Wallis and Futuna,0.706,0.297,0.223,0.763,1,0,5
CUST-004218,41,Female,Honduras,0.57,0.53,0.415,0.47,1,0.451,8
CUST-004219,53,Male,Jersey,0.142,0.855,0.749,0.167,2,1,12
CUST-004220,41,Male,Colombia,0.415,0.514,0.585,0.537,1,0.509,7
CUST-004221,61,Male,Pitcairn Islands,0.134,0.882,0.706,0.187,1,1,12
CUST-004222,28,Male,Myanmar,0.724,0.335,0.158,0.667,0,0,2
CUST-004223,47,Female,Panama,0.564,0.615,0.479,0.251,2,0.456,3
CUST-004224,40,Male,Hong Kong,0.452,0.636,0.601,0.396,0,0.737,13
CUST-004225,40,Male,Belize,0.417,0.8,0.689,0.228,1,0.951,14
CUST-004226,62,Male,Sierra Leone,0.294,0.782,0.852,0.142,1,1,12
CUST-004227,27,Female,Niger,0.819,0.257,0.278,0.684,2,0,2
CUST-004228,42,Female,French Polynesia,0.359,0.611,0.805,0.372,0,0.753,13
CUST-004229,33,Female,South Georgia and the South Sandwich Islands,0.542,0.55,0.499,0.23,2,0.389,6
CUST-004230,31,Female,Egypt,0.456,0.509,0.583,0.59,1,0.483,6
CUST-004231,44,Male,Rwanda,0.553,0.617,0.467,0.369,3,0.464,6
CUST-004232,22,Male,Barbados,0.946,0.331,0.26,0.846,1,0,5
CUST-004233,65,Male,Belize,0.126,0.88,0.829,0.303,2,1,6
CUST-004234,26,Female,Ethiopia,0.828,0.324,0.126,0.775,1,0,2
CUST-004235,62,Male,Cape Verde,0.142,0.848,0.726,0.254,2,1,8
CUST-004236,54,Male,Hong Kong,0.214,0.796,0.727,0.118,1,1,9
CUST-004237,53,Female,Rwanda,0.102,0.79,0.764,0.199,2,1,10
CUST-004238,28,Male,Slovenia,0.933,0.389,0.22,0.834,2,0,5
CUST-004239,47,Male,North Macedonia,0.301,0.627,0.698,0.382,1,0.802,15
CUST-004240,32,Male,Cape Verde,0.401,0.521,0.4,0.487,1,0.525,7
CUST-004241,65,Male,Saint Vincent and the Grenadines,0.268,0.777,0.833,0.336,2,1,6
CUST-004242,26,Male,Iceland,0.762,0.291,0.201,0.641,2,0,4
CUST-004243,29,Other,Ghana,0.793,0.372,0.208,0.768,2,0,2
CUST-004244,41,Female,Guyana,0.32,0.639,0.717,0.217,1,0.807,10
CUST-004245,40,Female,Botswana,0.638,0.55,0.461,0.277,3,0.34,3
CUST-004246,42,Female,Bermuda,0.344,0.642,0.756,0.445,0,0.798,13
CUST-004247,36,Female,Albania,0.721,0.579,0.53,0.307,3,0.335,3
CUST-004248,37,Female,Western Sahara,0.64,0.594,0.459,0.341,2,0.392,2
CUST-004249,29,Male,Gambia,0.562,0.598,0.544,0.491,2,0.536,5
CUST-004250,60,Male,Kenya,0.274,0.84,0.816,0.169,1,1,10
CUST-004251,45,Male,Guyana,0.517,0.562,0.606,0.278,3,0.416,6
CUST-004252,29,Female,Senegal,0.758,0.296,0.295,0.609,0,0,4
CUST-004253,35,Male,Faroe Islands,0.341,0.779,0.735,0.412,0,0.965,8
CUST-004254,30,Female,Bosnia and Herzegovina,0.705,0.403,0.276,0.749,1,0,5
CUST-004255,37,Female,Bulgaria,0.578,0.506,0.571,0.582,1,0.419,8
CUST-004256,61,Female,Benin,0.201,0.882,0.9,0.269,2,1,10
CUST-004257,63,Male,Colombia,0.164,0.843,0.758,0.162,1,1,6
CUST-004258,22,Male,Jersey,0.915,0.31,0.239,0.814,1,0,2
CUST-004259,24,Male,Kiribati,0.902,0.374,0.237,0.62,0,0,2
CUST-004260,30,Female,Moldova,0.552,0.625,0.57,0.502,1,0.574,5
CUST-004261,34,Female,Moldova,0.601,0.628,0.473,0.344,3,0.453,6
CUST-004262,27,Female,Malaysia,0.748,0.378,0.115,0.838,0,0,5
CUST-004263,28,Male,Ireland,0.832,0.292,0.201,0.748,1,0,2
CUST-004264,45,Female,Bosnia and Herzegovina,0.709,0.551,0.577,0.369,3,0.307,4
CUST-004265,35,Male,Anguilla,0.449,0.654,0.796,0.292,0,0.761,10
CUST-004266,25,Female,Benin,0.949,0.213,0.206,0.891,0,0,5
CUST-004267,64,Female,Guinea,0.217,0.855,0.74,0.283,2,1,11
CUST-004268,44,Male,Micronesia,0.485,0.749,0.665,0.347,1,0.856,10
CUST-004269,43,Male,Bermuda,0.713,0.684,0.52,0.239,3,0.464,5
CUST-004270,42,Other,Nepal,0.611,0.688,0.527,0.367,2,0.52,5
CUST-004271,34,Female,Netherlands Antilles,0.71,0.565,0.643,0.349,2,0.322,4
CUST-004272,36,Female,Slovenia,0.439,0.699,0.63,0.281,1,0.82,8
CUST-004273,32,Male,Greece,0.772,0.256,0.105,0.618,0,0,4
CUST-004274,28,Female,Tonga,0.715,0.273,0.15,0.63,2,0,5
CUST-004275,41,Female,Hungary,0.47,0.596,0.6,0.488,1,0.58,6
CUST-004276,37,Other,American Samoa,0.547,0.594,0.488,0.443,2,0.539,3
CUST-004277,48,Female,French Guiana,0.452,0.636,0.774,0.239,0,0.737,12
CUST-004278,25,Female,Isle of Man,0.857,0.322,0.28,0.739,0,0,3
CUST-004279,29,Male,Iceland,0.885,0.278,0.338,0.719,0,0,2
CUST-004280,45,Female,Slovakia (Slovak Republic),0.499,0.655,0.721,0.284,0,0.736,12
CUST-004281,57,Female,Belize,0.298,0.852,0.945,0.111,1,1,9
CUST-004282,31,Male,Saint Kitts and Nevis,0.873,0.227,0.278,0.811,0,0,3
CUST-004283,47,Female,United Arab Emirates,0.348,0.606,0.756,0.448,0,0.753,9
CUST-004284,41,Male,Monaco,0.559,0.634,0.563,0.542,2,0.582,6
CUST-004285,48,Male,United Kingdom,0.365,0.731,0.681,0.384,0,0.895,12
CUST-004286,50,Female,Ecuador,0.23,0.888,0.803,0.241,1,1,8
CUST-004287,42,Female,Montserrat,0.489,0.7,0.709,0.218,0,0.796,13
CUST-004288,62,Female,Mali,0.148,0.943,0.708,0.183,1,1,7
CUST-004289,23,Male,Chile,0.894,0.311,0.239,0.881,2,0,5
CUST-004290,44,Male,Poland,0.466,0.627,0.628,0.23,1,0.719,8
CUST-004291,46,Female,Hong Kong,0.496,0.602,0.841,0.239,1,0.674,8
CUST-004292,44,Female,Chile,0.722,0.553,0.423,0.354,3,0.303,6
CUST-004293,63,Female,Burundi,0.293,0.859,0.809,0.143,2,1,10
CUST-004294,34,Female,Ethiopia,0.575,0.549,0.486,0.407,1,0.472,5
CUST-004295,56,Male,Gabon,0.117,0.91,0.938,0.318,2,1,11
CUST-004296,27,Male,Ethiopia,0.846,0.319,0.23,0.776,0,0,2
CUST-004297,41,Other,Lithuania,0.491,0.54,0.553,0.45,2,0.502,7
CUST-004298,65,Male,Cameroon,0.113,0.949,0.806,0.14,1,1,8
CUST-004299,28,Female,Bahrain,0.799,0.371,0.119,0.645,2,0,5
CUST-004300,55,Male,Chad,0.262,0.776,0.869,0.165,2,1,6
CUST-004301,39,Female,Jordan,0.419,0.698,0.421,0.506,1,0.728,4
CUST-004302,49,Male,Falkland Islands (Malvinas),0.412,0.654,0.794,0.339,1,0.78,11
CUST-004303,49,Female,Italy,0.49,0.711,0.791,0.416,0,0.808,10
CUST-004304,44,Female,French Southern Territories,0.622,0.685,0.462,0.346,2,0.511,4
CUST-004305,35,Male,Liberia,0.431,0.798,0.61,0.23,0,0.942,11
CUST-004306,41,Male,Slovenia,0.468,0.668,0.608,0.41,0,0.768,8
CUST-004307,42,Male,Belarus,0.737,0.544,0.639,0.304,3,0.285,6
CUST-004308,36,Female,Guyana,0.492,0.756,0.85,0.224,1,0.861,12
CUST-004309,34,Male,El Salvador,0.427,0.627,0.432,0.591,2,0.639,6
CUST-004310,46,Female,Western Sahara,0.694,0.529,0.429,0.341,3,0.288,6
CUST-004311,41,Male,Egypt,0.332,0.691,0.802,0.355,1,0.864,13
