booking_id,customer_id,hotel_id,hotel_name,hotel_region,booking_date,check_in_date,check_out_date,nights_stay,lead_time_days,guest_type,num_guests,room_type,total_amount,avg_daily_rate,season,loyalty_tier,booking_channel,payment_type,is_cancelled,special_request,promotion_applied,purpose_of_visit,customer_age,customer_gender
BKG-0013185,CUST-002770,H002,Cinnamon Lakeside Colombo,Colombo,3/28/2026,6/24/2026,6/30/2026,6,88,Couple,2,Standard,1660.74,276.79,Holiday,Platinum,Mobile App,Card,0,None,0,Leisure,38,Other
BKG-0013186,CUST-001537,H005,Cinnamon Bey Beruwala,West Coast,3/24/2025,3/24/2025,3/25/2025,1,0,Family,5,Family Room,171.71,171.71,Off-Peak,None,Mobile App,Cash,1,Extra Bed,0,Adventure,25,Female
BKG-0013187,CUST-003445,H006,Cinnamon Citadel Kandy,Kandy,2/15/2026,3/30/2026,4/1/2026,2,43,Family,5,Family Room,354.12,177.06,Off-Peak,None,Mobile App,Card,0,None,0,Leisure,24,Female
BKG-0013188,CUST-004167,H005,Cinnamon Bey Beruwala,West Coast,5/6/2025,5/15/2025,5/18/2025,3,9,Solo,1,Standard,561.63,187.21,Holiday,None,Travel Agent,Cash,0,None,0,Adventure,31,Female
BKG-0013189,CUST-001252,H001,Cinnamon Grand Colombo,Colombo,3/15/2025,6/4/2025,6/10/2025,6,81,Solo,1,Suite,2555.1,425.85,Shoulder,Gold,Travel Agent,Online,0,None,0,Leisure,48,Female
BKG-0013190,CUST-003167,H003,Cinnamon Red Colombo,Colombo,12/5/2025,2/13/2026,2/16/2026,3,70,Family,5,Family Room,694.95,231.65,Peak,None,Website,Cash,0,None,0,Leisure,34,Male
BKG-0013191,CUST-003051,H002,Cinnamon Lakeside Colombo,Colombo,2/19/2026,5/27/2026,6/6/2026,10,97,Family,5,Family Room,2537,253.7,Off-Peak,Gold,Travel Agent,Card,0,Quiet Room,0,Business,46,Female
BKG-0013192,CUST-003885,H005,Cinnamon Bey Beruwala,West Coast,3/14/2025,5/8/2025,5/10/2025,2,55,Family,4,Deluxe,360.14,180.07,Shoulder,None,Mobile App,Cash,0,None,0,Business,39,Male
BKG-0013193,CUST-000426,H001,Cinnamon Grand Colombo,Colombo,1/30/2026,4/10/2026,4/15/2026,5,70,Solo,1,Deluxe,2066.1,413.22,Holiday,Gold,Website,Online,0,Sea View,0,Event,36,Female
BKG-0013194,CUST-001899,H007,Cinnamon Wild Yala,Safari,4/15/2025,6/9/2025,6/12/2025,3,55,Couple,2,Deluxe,528.75,176.25,Off-Peak,Silver,Website,Online,0,None,0,Business,42,Female
BKG-0013195,CUST-003405,H005,Cinnamon Bey Beruwala,West Coast,11/9/2025,1/13/2026,1/15/2026,2,65,Family,5,Family Room,469.08,234.54,Peak,Silver,Website,Cash,0,Extra Bed,1,Business,44,Female
BKG-0013196,CUST-000092,H005,Cinnamon Bey Beruwala,West Coast,12/6/2025,12/24/2025,12/26/2025,2,18,Family,4,Standard,299.84,149.92,Peak,None,Website,Online,0,None,1,Event,29,Male
BKG-0013197,CUST-001145,H002,Cinnamon Lakeside Colombo,Colombo,1/15/2026,3/25/2026,3/30/2026,5,69,Couple,2,Suite,1660.3,332.06,Off-Peak,Platinum,Travel Agent,Online,0,Late Check-in,0,Leisure,56,Male
BKG-0013198,CUST-000170,H005,Cinnamon Bey Beruwala,West Coast,1/30/2026,1/30/2026,2/2/2026,3,0,Couple,2,Standard,268.14,89.38,Off-Peak,None,Mobile App,Online,0,None,1,Business,29,Female
BKG-0013199,CUST-002958,H002,Cinnamon Lakeside Colombo,Colombo,7/25/2025,10/17/2025,10/23/2025,6,84,Family,4,Suite,2013.72,335.62,Off-Peak,Gold,Travel Agent,Online,0,Late Check-in,0,Leisure,60,Female
BKG-0013200,CUST-002632,H002,Cinnamon Lakeside Colombo,Colombo,12/18/2024,1/30/2025,2/3/2025,4,43,Couple,2,Deluxe,1274.12,318.53,Peak,Gold,Website,Cash,1,Quiet Room,0,Leisure,48,Male
BKG-0013201,CUST-002419,H002,Cinnamon Lakeside Colombo,Colombo,9/6/2025,10/30/2025,10/31/2025,1,54,Family,4,Standard,245.11,245.11,Peak,None,Website,Card,1,None,0,Business,35,Male
BKG-0013202,CUST-004161,H005,Cinnamon Bey Beruwala,West Coast,10/3/2025,10/12/2025,10/13/2025,1,9,Solo,1,Standard,158.77,158.77,Holiday,None,Mobile App,Cash,1,Extra Bed,1,Business,25,Female
BKG-0013203,CUST-001583,H005,Cinnamon Bey Beruwala,West Coast,5/4/2025,5/17/2025,5/19/2025,2,13,Couple,2,Deluxe,372.96,186.48,Peak,Silver,Website,Online,0,None,1,Business,30,Male
BKG-0013204,CUST-000605,H003,Cinnamon Red Colombo,Colombo,9/21/2025,11/13/2025,11/16/2025,3,53,Family,5,Family Room,506.7,168.9,Shoulder,None,Mobile App,Card,0,Extra Bed,0,Business,45,Female
BKG-0013205,CUST-002105,H002,Cinnamon Lakeside Colombo,Colombo,10/9/2025,11/18/2025,11/26/2025,8,40,Couple,2,Suite,3254.88,406.86,Shoulder,Gold,Travel Agent,Card,0,Sea View,0,Business,38,Female
BKG-0013206,CUST-003887,H002,Cinnamon Lakeside Colombo,Colombo,12/6/2025,3/2/2026,3/8/2026,6,86,Family,4,Suite,3555.6,592.6,Holiday,Platinum,Website,Card,0,Late Check-in,0,Relaxation,56,Male
BKG-0013207,CUST-004772,H003,Cinnamon Red Colombo,Colombo,12/5/2025,2/6/2026,2/8/2026,2,63,Family,3,Standard,297.48,148.74,Peak,None,Walk-in,Card,0,Extra Bed,0,Leisure,48,Female
BKG-0013208,CUST-004820,H005,Cinnamon Bey Beruwala,West Coast,9/12/2025,10/8/2025,10/9/2025,1,26,Solo,1,Standard,132.19,132.19,Shoulder,None,Website,Cash,0,Extra Bed,0,Adventure,25,Male
BKG-0013209,CUST-000932,H007,Cinnamon Wild Yala,Safari,4/15/2025,7/25/2025,7/26/2025,1,101,Group,10,Family Room,318.43,318.43,Peak,Silver,Website,Cash,0,None,0,Business,43,Female
BKG-0013210,CUST-002479,H002,Cinnamon Lakeside Colombo,Colombo,3/28/2025,5/27/2025,6/2/2025,6,60,Solo,1,Suite,3724.74,620.79,Holiday,Gold,Mobile App,Card,0,None,0,Business,48,Male
BKG-0013211,CUST-002522,H004,Cinnamon Bentota Beach,South Coast,7/13/2025,9/2/2025,9/5/2025,3,51,Group,5,Family Room,979.23,326.41,Peak,Silver,Website,Cash,0,Extra Bed,0,Leisure,33,Female
BKG-0013212,CUST-000627,H002,Cinnamon Lakeside Colombo,Colombo,11/6/2025,12/31/2025,1/6/2026,6,55,Couple,2,Deluxe,1878.3,313.05,Peak,Platinum,Travel Agent,Card,0,Late Check-in,0,Culture,62,Female
BKG-0013213,CUST-002120,H003,Cinnamon Red Colombo,Colombo,7/11/2025,9/26/2025,9/30/2025,4,77,Family,3,Standard,504.8,126.2,Peak,None,Website,Cash,0,None,1,Leisure,47,Other
BKG-0013214,CUST-003448,H005,Cinnamon Bey Beruwala,West Coast,7/24/2025,9/3/2025,9/4/2025,1,41,Family,4,Standard,136.14,136.14,Shoulder,None,Mobile App,Online,0,None,0,Leisure,27,Female
BKG-0013215,CUST-000379,H006,Cinnamon Citadel Kandy,Kandy,12/31/2025,3/9/2026,3/12/2026,3,68,Family,5,Family Room,499.59,166.53,Off-Peak,None,Website,Card,0,None,0,Business,38,Male
BKG-0013216,CUST-004083,H003,Cinnamon Red Colombo,Colombo,12/16/2025,2/4/2026,2/6/2026,2,50,Couple,2,Standard,158.58,79.29,Off-Peak,Silver,Mobile App,Card,0,None,1,Leisure,29,Female
BKG-0013217,CUST-000513,H006,Cinnamon Citadel Kandy,Kandy,3/21/2026,6/3/2026,6/4/2026,1,74,Family,4,Deluxe,145.91,145.91,Off-Peak,Silver,Website,Cash,0,None,0,Event,34,Male
BKG-0013218,CUST-002909,H002,Cinnamon Lakeside Colombo,Colombo,1/28/2025,3/31/2025,4/2/2025,2,62,Solo,1,Deluxe,471.12,235.56,Shoulder,Gold,Mobile App,Cash,0,None,0,Business,41,Male
BKG-0013219,CUST-000971,H002,Cinnamon Lakeside Colombo,Colombo,12/9/2024,2/7/2025,2/13/2025,6,60,Solo,1,Suite,3067.98,511.33,Holiday,Platinum,Website,Online,0,Late Check-in,1,Leisure,39,Male
BKG-0013220,CUST-003553,H005,Cinnamon Bey Beruwala,West Coast,4/21/2025,5/17/2025,5/18/2025,1,26,Couple,2,Standard,106.75,106.75,Off-Peak,None,Mobile App,Online,0,None,0,Event,31,Male
BKG-0013221,CUST-002535,H001,Cinnamon Grand Colombo,Colombo,7/23/2025,9/18/2025,9/26/2025,8,57,Couple,2,Suite,3566.24,445.78,Shoulder,Gold,Travel Agent,Card,0,High Floor,0,Business,50,Male
BKG-0013222,CUST-001119,H004,Cinnamon Bentota Beach,South Coast,12/13/2025,12/27/2025,1/2/2026,6,14,Couple,2,Deluxe,1507.74,251.29,Peak,Silver,Walk-in,Online,0,None,0,Business,37,Other
BKG-0013223,CUST-002630,H006,Cinnamon Citadel Kandy,Kandy,1/19/2025,2/21/2025,2/24/2025,3,33,Family,4,Standard,431.76,143.92,Peak,Silver,Mobile App,Card,0,Extra Bed,1,Leisure,34,Other
BKG-0013224,CUST-000880,H005,Cinnamon Bey Beruwala,West Coast,8/19/2025,10/3/2025,10/4/2025,1,45,Family,3,Standard,108.15,108.15,Off-Peak,None,Mobile App,Online,0,Extra Bed,0,Leisure,39,Male
BKG-0013225,CUST-003560,H001,Cinnamon Grand Colombo,Colombo,8/13/2025,10/7/2025,10/12/2025,5,55,Couple,2,Suite,1939.75,387.95,Off-Peak,Gold,Travel Agent,Online,0,Late Check-in,0,Business,40,Female
BKG-0013226,CUST-003435,H004,Cinnamon Bentota Beach,South Coast,4/10/2025,6/7/2025,6/9/2025,2,58,Family,5,Family Room,502.32,251.16,Shoulder,None,Mobile App,Online,0,Extra Bed,0,Event,38,Male
BKG-0013227,CUST-002453,H006,Cinnamon Citadel Kandy,Kandy,6/21/2025,8/2/2025,8/5/2025,3,42,Family,5,Family Room,588.06,196.02,Shoulder,Silver,Mobile App,Cash,1,None,0,Adventure,29,Male
BKG-0013228,CUST-002713,H006,Cinnamon Citadel Kandy,Kandy,7/2/2025,10/7/2025,10/12/2025,5,97,Group,10,Family Room,844.4,168.88,Off-Peak,None,Website,Cash,0,Extra Bed,0,Event,44,Female
BKG-0013229,CUST-001344,H006,Cinnamon Citadel Kandy,Kandy,2/2/2025,2/28/2025,3/2/2025,2,26,Family,3,Standard,330.36,165.18,Peak,None,Website,Online,1,None,0,Leisure,22,Female
BKG-0013230,CUST-004450,H003,Cinnamon Red Colombo,Colombo,6/21/2025,8/10/2025,8/12/2025,2,50,Group,9,Family Room,336.8,168.4,Shoulder,None,Mobile App,Card,0,None,0,Leisure,40,Female
BKG-0013231,CUST-002295,H001,Cinnamon Grand Colombo,Colombo,7/4/2025,10/2/2025,10/6/2025,4,90,Couple,2,Suite,1448.76,362.19,Off-Peak,Platinum,Website,Cash,1,Sea View,0,Business,42,Male
BKG-0013232,CUST-002000,H003,Cinnamon Red Colombo,Colombo,12/1/2025,12/7/2025,12/8/2025,1,6,Solo,1,Standard,148.25,148.25,Peak,None,Website,Cash,0,None,0,Business,31,Male
BKG-0013233,CUST-001366,H001,Cinnamon Grand Colombo,Colombo,10/6/2025,1/6/2026,1/7/2026,1,92,Couple,2,Suite,369.78,369.78,Off-Peak,Gold,Website,Card,0,Sea View,0,Business,44,Female
BKG-0013234,CUST-004761,H006,Cinnamon Citadel Kandy,Kandy,11/20/2025,12/2/2025,12/3/2025,1,12,Solo,1,Standard,108.93,108.93,Off-Peak,None,Website,Online,0,None,0,Business,24,Female
BKG-0013235,CUST-002827,H002,Cinnamon Lakeside Colombo,Colombo,1/18/2026,3/6/2026,3/12/2026,6,47,Solo,1,Deluxe,1449,241.5,Shoulder,Silver,Travel Agent,Card,0,High Floor,0,Event,39,Male
BKG-0013236,CUST-004322,H005,Cinnamon Bey Beruwala,West Coast,4/16/2025,6/14/2025,6/16/2025,2,59,Family,5,Family Room,363.94,181.97,Off-Peak,None,Mobile App,Cash,0,None,0,Business,34,Female
BKG-0013237,CUST-002395,H001,Cinnamon Grand Colombo,Colombo,3/19/2025,6/9/2025,6/14/2025,5,82,Solo,1,Deluxe,1333.25,266.65,Shoulder,Platinum,Website,Card,0,Late Check-in,0,Business,47,Female
BKG-0013238,CUST-004718,H004,Cinnamon Bentota Beach,South Coast,11/28/2024,1/22/2025,1/25/2025,3,55,Group,9,Family Room,600.15,200.05,Off-Peak,None,Website,Card,0,None,0,Business,38,Male
BKG-0013239,CUST-003745,H001,Cinnamon Grand Colombo,Colombo,7/1/2025,9/7/2025,9/10/2025,3,68,Couple,2,Deluxe,802.56,267.52,Shoulder,Platinum,Travel Agent,Cash,0,Sea View,0,Leisure,48,Male
BKG-0013240,CUST-002402,H004,Cinnamon Bentota Beach,South Coast,8/29/2025,10/31/2025,11/4/2025,4,63,Group,10,Family Room,846.96,211.74,Off-Peak,None,Website,Cash,0,None,0,Event,38,Female
BKG-0013241,CUST-001939,H003,Cinnamon Red Colombo,Colombo,1/8/2026,3/24/2026,3/29/2026,5,75,Group,7,Family Room,949.7,189.94,Peak,None,Mobile App,Online,0,None,1,Leisure,37,Male
BKG-0013242,CUST-002879,H007,Cinnamon Wild Yala,Safari,9/1/2025,10/16/2025,10/19/2025,3,45,Family,4,Deluxe,575.55,191.85,Off-Peak,Silver,Website,Online,0,Extra Bed,0,Leisure,28,Male
BKG-0013243,CUST-000426,H001,Cinnamon Grand Colombo,Colombo,3/8/2025,5/1/2025,5/4/2025,3,54,Solo,1,Suite,1176.21,392.07,Off-Peak,Gold,Travel Agent,Online,0,Quiet Room,0,Business,36,Female
BKG-0013244,CUST-002535,H001,Cinnamon Grand Colombo,Colombo,4/19/2025,6/8/2025,6/11/2025,3,50,Couple,2,Deluxe,696.69,232.23,Off-Peak,Gold,Mobile App,Card,0,Sea View,0,Business,50,Male
BKG-0013245,CUST-003400,H005,Cinnamon Bey Beruwala,West Coast,3/27/2025,5/6/2025,5/7/2025,1,40,Family,4,Standard,89.89,89.89,Off-Peak,None,Mobile App,Online,0,None,1,Adventure,24,Female
BKG-0013246,CUST-002085,H001,Cinnamon Grand Colombo,Colombo,11/20/2024,1/21/2025,1/25/2025,4,62,Couple,2,Suite,1779.12,444.78,Shoulder,Platinum,Website,Card,0,Sea View,0,Leisure,53,Male
BKG-0013247,CUST-002768,H001,Cinnamon Grand Colombo,Colombo,1/26/2025,4/20/2025,4/27/2025,7,84,Solo,1,Suite,3040.1,434.3,Shoulder,Gold,Website,Card,0,None,0,Event,50,Female
BKG-0013248,CUST-002952,H002,Cinnamon Lakeside Colombo,Colombo,9/8/2025,11/2/2025,11/6/2025,4,55,Couple,2,Suite,1350.56,337.64,Off-Peak,Platinum,Website,Card,0,Late Check-in,0,Event,47,Female
BKG-0013249,CUST-001117,H005,Cinnamon Bey Beruwala,West Coast,1/16/2026,2/25/2026,2/26/2026,1,40,Family,5,Family Room,222.17,222.17,Peak,None,Website,Card,0,None,1,Event,30,Male
BKG-0013250,CUST-004692,H006,Cinnamon Citadel Kandy,Kandy,11/9/2025,12/22/2025,12/23/2025,1,43,Family,4,Standard,157.81,157.81,Peak,None,Mobile App,Card,0,None,0,Leisure,29,Male
BKG-0013251,CUST-002538,H002,Cinnamon Lakeside Colombo,Colombo,3/23/2026,5/27/2026,5/31/2026,4,65,Couple,2,Suite,1510.36,377.59,Shoulder,Gold,Travel Agent,Online,0,Late Check-in,0,Business,43,Female
BKG-0013252,CUST-004455,H005,Cinnamon Bey Beruwala,West Coast,2/5/2026,3/13/2026,3/14/2026,1,36,Solo,1,Standard,135.79,135.79,Shoulder,None,Website,Card,0,None,0,Leisure,26,Male
BKG-0013253,CUST-002169,H002,Cinnamon Lakeside Colombo,Colombo,9/9/2025,11/19/2025,11/24/2025,5,71,Solo,1,Deluxe,1250.3,250.06,Shoulder,Platinum,Travel Agent,Cash,0,Extra Bed,0,Leisure,47,Female
BKG-0013254,CUST-001145,H001,Cinnamon Grand Colombo,Colombo,8/23/2025,11/26/2025,12/4/2025,8,95,Couple,2,Deluxe,2213.2,276.65,Shoulder,Platinum,Travel Agent,Cash,0,Sea View,0,Relaxation,56,Male
BKG-0013255,CUST-004855,H007,Cinnamon Wild Yala,Safari,4/18/2025,5/25/2025,5/29/2025,4,37,Family,3,Deluxe,831.08,207.77,Shoulder,None,Website,Card,1,Extra Bed,0,Business,38,Male
BKG-0013256,CUST-001387,H002,Cinnamon Lakeside Colombo,Colombo,2/24/2025,5/1/2025,5/8/2025,7,66,Family,4,Suite,2799.58,399.94,Shoulder,Silver,Travel Agent,Cash,0,Sea View,0,Event,50,Female
BKG-0013257,CUST-002294,H001,Cinnamon Grand Colombo,Colombo,10/10/2025,12/15/2025,12/20/2025,5,66,Couple,2,Suite,1831,366.2,Off-Peak,Platinum,Travel Agent,Card,0,Sea View,0,Relaxation,51,Female
BKG-0013258,CUST-004920,H006,Cinnamon Citadel Kandy,Kandy,6/28/2025,8/13/2025,8/14/2025,1,46,Family,5,Family Room,208.01,208.01,Shoulder,None,Mobile App,Card,0,None,0,Leisure,27,Male
BKG-0013259,CUST-003752,H002,Cinnamon Lakeside Colombo,Colombo,2/3/2026,4/9/2026,4/13/2026,4,65,Family,5,Family Room,1012.6,253.15,Off-Peak,Silver,Website,Cash,0,None,0,Business,36,Male
BKG-0013260,CUST-003410,H001,Cinnamon Grand Colombo,Colombo,4/3/2025,6/18/2025,6/23/2025,5,76,Couple,2,Suite,2155.05,431.01,Shoulder,Platinum,Website,Card,0,Late Check-in,0,Business,40,Female
BKG-0013261,CUST-004795,H003,Cinnamon Red Colombo,Colombo,9/3/2025,10/3/2025,10/9/2025,6,30,Couple,2,Deluxe,879.42,146.57,Shoulder,Silver,Website,Card,0,Extra Bed,0,Leisure,36,Female
BKG-0013262,CUST-003259,H001,Cinnamon Grand Colombo,Colombo,5/6/2026,7/14/2026,7/19/2026,5,69,Solo,1,Suite,2419.15,483.83,Peak,Platinum,Mobile App,Card,0,Late Check-in,1,Leisure,35,Male
BKG-0013263,CUST-003669,H004,Cinnamon Bentota Beach,South Coast,8/5/2025,10/5/2025,10/10/2025,5,61,Couple,2,Deluxe,875.95,175.19,Off-Peak,Silver,Website,Card,0,None,0,Leisure,39,Male
BKG-0013264,CUST-004664,H002,Cinnamon Lakeside Colombo,Colombo,10/4/2025,11/27/2025,12/1/2025,4,54,Couple,2,Suite,1397.36,349.34,Off-Peak,Gold,Travel Agent,Card,1,Quiet Room,0,Event,38,Female
BKG-0013265,CUST-003823,H007,Cinnamon Wild Yala,Safari,10/6/2025,11/21/2025,11/24/2025,3,46,Family,4,Standard,689.82,229.94,Holiday,Silver,Mobile App,Card,0,None,0,Event,42,Male
BKG-0013266,CUST-000019,H002,Cinnamon Lakeside Colombo,Colombo,3/31/2025,6/22/2025,7/1/2025,9,83,Couple,2,Suite,3699.09,411.01,Shoulder,Platinum,Travel Agent,Card,0,Sea View,0,Business,50,Male
BKG-0013267,CUST-002705,H005,Cinnamon Bey Beruwala,West Coast,9/7/2025,11/6/2025,11/8/2025,2,60,Family,5,Family Room,344.12,172.06,Off-Peak,None,Mobile App,Online,0,None,0,Business,36,Male
BKG-0013268,CUST-000265,H001,Cinnamon Grand Colombo,Colombo,2/28/2026,4/22/2026,4/30/2026,8,53,Couple,2,Deluxe,2158.88,269.86,Shoulder,Gold,Travel Agent,Cash,0,Quiet Room,0,Leisure,49,Male
BKG-0013269,CUST-000841,H003,Cinnamon Red Colombo,Colombo,5/11/2026,7/30/2026,8/4/2026,5,80,Family,3,Deluxe,928.2,185.64,Peak,Silver,Walk-in,Cash,0,None,0,Leisure,44,Female
BKG-0013270,CUST-004486,H006,Cinnamon Citadel Kandy,Kandy,11/7/2025,2/22/2026,2/25/2026,3,107,Family,4,Standard,494.28,164.76,Peak,Silver,Mobile App,Card,0,Extra Bed,0,Event,45,Female
BKG-0013271,CUST-004963,H006,Cinnamon Citadel Kandy,Kandy,12/25/2025,2/3/2026,2/4/2026,1,40,Solo,1,Standard,107.75,107.75,Off-Peak,None,Website,Cash,0,None,0,Leisure,28,Female
BKG-0013272,CUST-000392,H003,Cinnamon Red Colombo,Colombo,3/13/2026,4/8/2026,4/11/2026,3,26,Couple,2,Standard,244.11,81.37,Off-Peak,None,Travel Agent,Cash,0,None,1,Adventure,29,Male
BKG-0013273,CUST-002946,H006,Cinnamon Citadel Kandy,Kandy,12/22/2024,1/16/2025,1/18/2025,2,25,Couple,2,Standard,316.2,158.1,Peak,None,Mobile App,Card,0,None,0,Leisure,31,Female
BKG-0013274,CUST-002629,H007,Cinnamon Wild Yala,Safari,9/29/2025,1/6/2026,1/8/2026,2,99,Group,7,Family Room,643.92,321.96,Peak,None,Website,Cash,0,None,0,Leisure,48,Female
BKG-0013275,CUST-003053,H005,Cinnamon Bey Beruwala,West Coast,11/22/2025,11/22/2025,11/24/2025,2,0,Family,4,Standard,191.22,95.61,Off-Peak,None,Mobile App,Cash,0,None,1,Leisure,24,Female
BKG-0013276,CUST-004974,H005,Cinnamon Bey Beruwala,West Coast,11/28/2025,12/23/2025,12/25/2025,2,25,Family,5,Family Room,289.44,144.72,Off-Peak,None,Website,Online,0,Extra Bed,1,Business,22,Female
BKG-0013277,CUST-001620,H006,Cinnamon Citadel Kandy,Kandy,12/11/2024,3/2/2025,3/3/2025,1,81,Group,9,Family Room,248.6,248.6,Peak,None,Website,Card,0,None,0,Business,32,Male
BKG-0013278,CUST-003737,H002,Cinnamon Lakeside Colombo,Colombo,1/1/2025,2/24/2025,3/2/2025,6,54,Couple,2,Suite,2083.8,347.3,Shoulder,Gold,Website,Card,0,Sea View,1,Event,42,Female
BKG-0013279,CUST-003512,H006,Cinnamon Citadel Kandy,Kandy,5/2/2025,6/16/2025,6/17/2025,1,45,Solo,1,Standard,130.8,130.8,Shoulder,None,Mobile App,Card,0,None,0,Leisure,27,Female
BKG-0013280,CUST-001733,H001,Cinnamon Grand Colombo,Colombo,1/10/2025,4/14/2025,4/19/2025,5,94,Family,3,Suite,2967.1,593.42,Peak,Platinum,Website,Cash,0,High Floor,0,Relaxation,61,Other
BKG-0013281,CUST-002505,H005,Cinnamon Bey Beruwala,West Coast,3/10/2025,3/30/2025,3/31/2025,1,20,Family,3,Standard,109.29,109.29,Off-Peak,None,Mobile App,Online,0,None,0,Event,32,Female
BKG-0013282,CUST-003906,H003,Cinnamon Red Colombo,Colombo,9/29/2025,10/17/2025,10/19/2025,2,18,Couple,2,Standard,178.02,89.01,Off-Peak,None,Travel Agent,Card,0,None,0,Leisure,27,Female
BKG-0013283,CUST-002014,H003,Cinnamon Red Colombo,Colombo,9/2/2025,10/20/2025,10/21/2025,1,48,Family,3,Standard,109.92,109.92,Shoulder,None,Website,Card,0,None,0,Business,36,Female
BKG-0013284,CUST-002355,H002,Cinnamon Lakeside Colombo,Colombo,12/25/2024,3/16/2025,3/22/2025,6,81,Family,3,Suite,1925.4,320.9,Off-Peak,Gold,Website,Cash,0,High Floor,0,Relaxation,51,Female
BKG-0013285,CUST-003147,H005,Cinnamon Bey Beruwala,West Coast,9/8/2025,9/25/2025,9/26/2025,1,17,Family,5,Family Room,151.48,151.48,Off-Peak,None,Mobile App,Card,0,None,1,Business,32,Female
BKG-0013286,CUST-002493,H001,Cinnamon Grand Colombo,Colombo,2/3/2025,3/25/2025,4/1/2025,7,50,Couple,2,Deluxe,1940.68,277.24,Shoulder,Platinum,Mobile App,Cash,0,None,0,Business,41,Male
BKG-0013287,CUST-002935,H003,Cinnamon Red Colombo,Colombo,1/9/2026,2/4/2026,2/7/2026,3,26,Family,3,Standard,419.13,139.71,Peak,None,Website,Online,0,None,0,Adventure,26,Male
BKG-0013288,CUST-001974,H003,Cinnamon Red Colombo,Colombo,12/19/2024,2/28/2025,3/1/2025,1,71,Family,3,Deluxe,148.32,148.32,Shoulder,Silver,Website,Cash,0,None,0,Business,47,Male
BKG-0013289,CUST-001845,H005,Cinnamon Bey Beruwala,West Coast,8/17/2025,8/17/2025,8/19/2025,2,0,Solo,1,Standard,352.7,176.35,Peak,None,Mobile App,Online,0,None,0,Business,32,Male
BKG-0013290,CUST-002701,H003,Cinnamon Red Colombo,Colombo,1/26/2025,3/31/2025,4/1/2025,1,64,Group,9,Family Room,227.81,227.81,Peak,None,Website,Card,0,None,0,Business,42,Male
BKG-0013291,CUST-003803,H001,Cinnamon Grand Colombo,Colombo,2/11/2026,4/20/2026,4/28/2026,8,68,Couple,2,Suite,4652.08,581.51,Holiday,Platinum,Travel Agent,Card,0,None,1,Business,36,Male
BKG-0013292,CUST-000515,H007,Cinnamon Wild Yala,Safari,3/21/2025,4/26/2025,4/29/2025,3,36,Family,3,Deluxe,663.99,221.33,Shoulder,None,Website,Card,0,None,0,Business,36,Male
BKG-0013293,CUST-001558,H005,Cinnamon Bey Beruwala,West Coast,3/27/2025,5/27/2025,5/31/2025,4,61,Group,9,Family Room,1090.12,272.53,Peak,None,Website,Card,0,Extra Bed,0,Business,38,Female
BKG-0013294,CUST-004864,H001,Cinnamon Grand Colombo,Colombo,12/17/2025,2/9/2026,2/14/2026,5,54,Couple,2,Suite,3360.05,672.01,Holiday,Platinum,Travel Agent,Card,0,Quiet Room,0,Relaxation,58,Female
BKG-0013295,CUST-003383,H006,Cinnamon Citadel Kandy,Kandy,1/20/2026,3/9/2026,3/14/2026,5,48,Group,9,Family Room,862.3,172.46,Off-Peak,None,Website,Card,0,None,0,Business,47,Female
BKG-0013296,CUST-004608,H006,Cinnamon Citadel Kandy,Kandy,2/14/2026,2/24/2026,2/25/2026,1,10,Solo,1,Standard,91.45,91.45,Off-Peak,None,Website,Online,1,None,1,Leisure,30,Female
BKG-0013297,CUST-004382,H005,Cinnamon Bey Beruwala,West Coast,3/10/2025,3/28/2025,3/29/2025,1,18,Couple,2,Standard,109.41,109.41,Off-Peak,None,Travel Agent,Online,0,None,0,Leisure,27,Female
BKG-0013298,CUST-002746,H001,Cinnamon Grand Colombo,Colombo,9/20/2025,11/28/2025,12/3/2025,5,69,Family,5,Family Room,1394.85,278.97,Off-Peak,Gold,Mobile App,Online,0,High Floor,0,Leisure,52,Male
BKG-0013299,CUST-001584,H001,Cinnamon Grand Colombo,Colombo,5/27/2025,6/30/2025,7/2/2025,2,34,Family,3,Deluxe,524.08,262.04,Shoulder,Silver,Website,Cash,0,Extra Bed,0,Leisure,32,Female
BKG-0013300,CUST-002419,H001,Cinnamon Grand Colombo,Colombo,1/5/2025,2/22/2025,2/25/2025,3,48,Family,3,Deluxe,836.07,278.69,Shoulder,None,Website,Card,0,Extra Bed,0,Event,35,Male
BKG-0013301,CUST-003930,H002,Cinnamon Lakeside Colombo,Colombo,11/3/2025,1/17/2026,1/21/2026,4,75,Solo,1,Suite,2342.76,585.69,Holiday,Platinum,Travel Agent,Cash,0,High Floor,0,Business,38,Female
BKG-0013302,CUST-003736,H005,Cinnamon Bey Beruwala,West Coast,3/30/2025,3/31/2025,4/2/2025,2,1,Solo,1,Standard,213.16,106.58,Shoulder,None,Website,Card,0,None,1,Business,23,Female
BKG-0013303,CUST-002555,H001,Cinnamon Grand Colombo,Colombo,3/9/2025,6/4/2025,6/10/2025,6,87,Family,3,Suite,2531.46,421.91,Shoulder,Silver,Website,Card,0,Late Check-in,0,Relaxation,59,Female
BKG-0013304,CUST-000525,H006,Cinnamon Citadel Kandy,Kandy,2/25/2025,4/6/2025,4/8/2025,2,40,Solo,1,Standard,181.48,90.74,Off-Peak,None,Mobile App,Card,1,None,1,Business,25,Male
